userID	movieID	rating	date_day	date_month	date_year	date_hour	date_minute	date_second
1355	27706	4	2	9	2007	12	36	28
1355	27904	3	5	9	2007	2	14	2
1355	30707	4	3	9	2007	14	11	20
1355	30749	4	2	9	2007	13	13	7
1355	30793	3.5	2	9	2007	12	36	0
1355	30810	4	2	9	2007	12	30	56
1355	32587	4	3	9	2007	13	34	10
1355	33166	4	3	9	2007	13	12	50
1355	33493	3	3	9	2007	13	12	40
1355	33660	4	2	9	2007	12	23	20
1355	34072	3.5	2	9	2007	12	26	13
1355	34162	3.5	2	9	2007	12	32	54
1355	34405	4	2	9	2007	12	24	37
1355	35836	4.5	2	9	2007	11	58	34
1355	37386	3.5	2	9	2007	12	4	8
1355	38886	2.5	30	1	2008	4	45	3
1355	40819	4	3	9	2007	13	21	50
1355	41566	4	3	9	2007	13	22	33
1355	41569	3	2	9	2007	12	35	41
1355	41997	3.5	30	1	2008	4	39	3
1355	42004	4	30	1	2008	4	49	7
1355	43396	3.5	2	9	2007	12	22	5
1355	44191	4	3	9	2007	13	19	45
1355	44195	4	2	9	2007	12	22	37
1355	45447	3	3	9	2007	13	24	24
1355	45499	3.5	3	9	2007	13	20	19
1355	45503	3.5	3	9	2007	13	30	33
1355	45728	3.5	2	9	2007	12	26	33
1355	45950	3.5	3	9	2007	14	10	54
1355	46578	4	2	9	2007	13	18	59
1355	46723	3.5	30	1	2008	4	50	49
1355	46976	4	2	9	2007	12	21	17
1355	47099	3.5	2	9	2007	12	32	50
1355	47423	4	30	1	2008	4	40	22
1355	47610	4	2	9	2007	12	24	54
1355	48082	3.5	30	1	2008	4	50	22
1355	48385	3	2	9	2007	12	28	35
1355	48394	4	2	9	2007	13	14	12
1355	48516	3.5	2	9	2007	12	20	43
1355	48738	3.5	2	9	2007	12	20	31
1355	48774	3.5	2	9	2007	12	22	21
1355	48780	4	30	1	2008	4	35	57
1355	49272	3.5	2	9	2007	12	23	6
1355	49530	3	3	9	2007	13	59	16
1355	50068	3.5	2	9	2007	12	20	7
1355	50601	4	3	9	2007	13	30	12
1355	50685	3.5	2	9	2007	13	18	6
1355	50923	2.5	2	9	2007	11	53	35
1355	51086	3	3	9	2007	13	30	51
1355	51091	3.5	30	1	2008	4	45	59
1355	51412	4	5	9	2007	2	14	18
1355	51662	4	2	9	2007	11	53	1
1355	51698	3.5	3	9	2007	13	29	56
1355	51931	4	25	12	2007	19	7	17
1355	52281	4	2	9	2007	12	19	54
1355	52973	4	2	9	2007	12	20	28
1355	53129	3	25	12	2007	19	7	10
1355	53464	3	25	12	2007	19	4	45
1355	53953	3.5	2	9	2007	11	52	56
1355	53996	1.5	2	9	2007	12	27	3
1355	54001	3.5	2	9	2007	12	27	30
1355	54259	3.5	2	9	2007	12	20	35
1355	54272	3.5	2	9	2007	12	22	27
1355	54286	3.5	3	9	2007	13	39	16
1355	54503	4	30	1	2008	4	39	13
1355	55118	4	24	10	2007	23	34	18
1355	55247	2.5	25	12	2007	19	11	26
1355	55276	3.5	24	10	2007	23	34	23
1355	55280	4.5	25	12	2007	19	11	53
1355	55284	5	24	10	2007	23	32	32
1355	55286	4.5	24	10	2007	23	32	37
1355	55820	4	25	12	2007	19	11	10
1392	1	3	21	11	2006	0	33	32
1392	2	3	6	11	2006	0	37	36
1392	6	2.5	13	2	2007	3	17	34
1392	10	2	7	11	2006	0	12	24
1392	11	2.5	6	11	2006	0	28	17
1392	19	3	6	11	2006	0	24	4
1392	21	2.5	6	11	2006	0	19	8
1392	22	3.5	6	11	2006	0	45	4
1392	25	2	21	11	2006	0	36	32
1392	32	4	6	11	2006	0	3	51
1392	34	2.5	6	11	2006	0	24	0
1392	39	2.5	21	11	2006	0	33	28
1392	47	3	12	3	2007	3	16	50
1392	48	2	6	11	2006	0	44	18
1392	107	0.5	6	11	2006	2	15	32
1392	150	3	6	11	2006	0	16	42
1392	153	3.5	21	11	2006	0	31	51
1392	163	4.5	5	11	2006	23	59	5
1392	165	2	21	11	2006	0	34	29
1392	173	3	5	11	2006	23	58	9
1392	185	2	21	11	2006	0	34	16
1392	194	4	6	11	2006	2	13	7
1392	196	3	6	11	2006	0	37	41
1392	208	2.5	15	1	2007	3	25	48
1392	230	3	10	2	2007	22	56	1
1392	231	2.5	13	2	2007	3	13	48
1392	235	4.5	5	11	2006	23	57	30
1392	247	3.5	6	11	2006	1	1	54
1392	260	2	7	11	2006	0	31	7
1392	288	2.5	6	11	2006	0	21	31
1392	293	4	6	11	2006	0	27	34
1392	296	5	6	11	2006	0	4	57
1392	306	4.5	6	11	2006	2	22	27
1392	307	4.5	6	11	2006	2	22	24
1392	308	4.5	6	11	2006	2	22	4
1392	318	4	10	2	2007	22	53	48
1392	327	3.5	6	11	2006	2	20	28
1392	329	1	6	11	2006	0	38	39
1392	344	4.5	6	11	2006	0	3	20
1392	345	5	6	11	2006	0	48	25
1392	355	1	6	11	2006	0	58	51
1392	356	3	6	11	2006	0	16	40
1392	357	2.5	21	11	2006	0	34	4
1392	364	3.5	7	11	2006	0	15	49
1392	367	2.5	6	11	2006	0	17	9
1392	370	1.5	6	11	2006	0	31	39
1392	380	2.5	15	1	2007	3	23	10
1392	410	2.5	21	11	2006	0	36	52
1392	413	3	6	11	2006	1	50	40
1392	420	2.5	21	11	2006	23	30	10
1392	434	3	6	11	2006	0	17	25
1392	435	2.5	6	11	2006	0	35	44
1392	454	2	15	1	2007	3	23	5
1392	480	3	6	11	2006	0	3	58
1392	500	2.5	21	11	2006	0	32	24
1392	509	2.5	15	1	2007	3	26	19
1392	520	2.5	6	11	2006	0	41	43
1392	527	3	21	11	2006	0	35	39
1392	532	3.5	6	11	2006	2	18	36
1392	535	2.5	6	11	2006	2	12	54
1392	541	2.5	13	2	2007	3	14	52
1392	551	4.5	6	11	2006	0	8	4
1392	586	1.5	7	11	2006	0	13	36
1392	588	3	6	11	2006	1	26	42
1392	589	2.5	7	11	2006	0	29	1
1392	590	1.5	15	1	2007	3	21	47
1392	592	4	6	11	2006	0	3	55
1392	593	5	6	11	2006	0	3	48
1392	594	4	6	11	2006	0	26	53
1392	595	3	6	11	2006	1	26	54
1392	596	4	6	11	2006	0	41	15
1392	597	1	6	11	2006	0	5	40
1392	608	5	6	11	2006	0	15	1
1392	610	2.5	6	11	2006	1	2	29
1392	616	3	7	11	2006	0	16	42
1392	648	3	21	11	2006	0	38	50
1392	718	3	24	3	2007	2	47	34
1392	733	3.5	15	1	2007	3	22	14
1392	736	3	6	11	2006	0	4	18
1392	742	3	10	2	2007	22	55	4
1392	743	2.5	6	11	2006	2	14	26
1392	745	5	6	11	2006	0	51	57
1392	778	5	6	11	2006	0	25	1
1392	780	1.5	6	11	2006	0	4	37
1392	784	4	6	11	2006	0	31	35
1392	786	2.5	6	11	2006	0	25	37
1392	788	2.5	21	11	2006	0	37	19
1392	799	3	6	11	2006	0	10	5
1392	832	2.5	21	11	2006	23	30	9
1392	849	2	6	11	2006	1	5	43
1392	858	3	21	11	2006	0	32	13
1392	891	2.5	7	11	2006	0	41	24
1392	903	3	6	11	2006	0	40	23
1392	912	2.5	13	2	2007	3	15	3
1392	920	2	24	3	2007	23	31	36
1392	923	3.5	15	1	2007	3	28	8
1392	968	4.5	6	11	2006	2	16	45
1392	1022	3.5	6	11	2006	0	57	44
1392	1028	2	6	11	2006	0	33	6
1392	1029	3.5	6	11	2006	0	58	42
1392	1035	1	6	11	2006	0	40	48
1392	1036	3	6	11	2006	0	16	37
1392	1047	2.5	6	11	2006	0	51	39
1392	1051	4	6	11	2006	1	50	34
1392	1059	3.5	6	11	2006	0	49	20
1392	1061	2.5	6	11	2006	0	54	42
1392	1073	3.5	6	11	2006	0	5	37
1392	1079	4	6	11	2006	0	27	18
1392	1080	5	6	11	2006	0	26	4
1392	1088	1.5	6	11	2006	0	43	33
1392	1089	5	6	11	2006	0	18	6
1392	1090	3.5	6	11	2006	0	32	3
1392	1092	2	6	11	2006	0	41	59
1392	1094	2.5	6	11	2006	0	32	54
1392	1097	1	6	11	2006	0	5	7
1392	1101	1.5	6	11	2006	0	23	17
1392	1127	3.5	6	11	2006	0	25	34
1392	1136	5	6	11	2006	0	17	15
1392	1148	5	6	11	2006	0	32	20
1392	1175	5	6	11	2006	1	8	34
1392	1183	2	6	11	2006	0	23	38
1392	1193	5	21	11	2006	0	36	28
1392	1196	2	7	11	2006	0	31	18
1392	1200	3.5	6	11	2006	23	58	37
1392	1201	3.5	6	11	2006	0	39	45
1392	1206	5	6	11	2006	0	26	11
1392	1208	3.5	6	11	2006	0	21	24
1392	1210	2	7	11	2006	0	28	48
1392	1213	3.5	13	2	2007	3	17	4
1392	1214	3.5	6	11	2006	23	59	0
1392	1215	3.5	6	11	2006	0	39	48
1392	1219	4	5	11	2006	23	57	33
1392	1220	4	6	11	2006	0	25	45
1392	1221	3.5	15	1	2007	3	23	24
1392	1222	4	6	11	2006	0	30	32
1392	1223	5	6	11	2006	1	6	31
1392	1233	3	24	3	2007	23	31	6
1392	1240	2.5	6	11	2006	0	26	46
1392	1241	5	6	11	2006	1	29	53
1392	1246	2.5	6	11	2006	0	23	30
1392	1252	3	5	11	2006	23	58	54
1392	1255	5	6	11	2006	0	9	42
1392	1258	4	5	11	2006	23	57	36
1392	1261	3	6	11	2006	1	2	26
1392	1262	3.5	6	11	2006	0	51	24
1392	1263	3.5	6	11	2006	0	49	4
1392	1265	3	15	1	2007	3	20	14
1392	1270	2.5	7	11	2006	0	14	54
1392	1271	1	6	11	2006	0	50	49
1392	1272	3.5	6	11	2006	0	56	48
1392	1275	3	6	11	2006	0	44	6
1392	1278	2.5	5	11	2006	23	59	8
1392	1282	4.5	6	11	2006	0	41	47
1392	1288	4.5	5	11	2006	23	58	45
1392	1291	2.5	21	11	2006	0	32	44
1392	1293	4	6	11	2006	0	49	48
1392	1298	4.5	6	11	2006	1	12	42
1392	1320	3.5	6	11	2006	0	30	43
1392	1321	2.5	6	11	2006	1	3	1
1392	1333	4.5	6	11	2006	0	45	7
1392	1334	2.5	7	11	2006	0	36	11
1392	1339	3.5	7	11	2006	0	34	2
1392	1343	1.5	6	11	2006	0	51	1
1392	1345	4	6	11	2006	0	58	19
1392	1347	2.5	6	11	2006	1	7	57
1392	1348	4	7	11	2006	0	35	28
1392	1350	4	6	11	2006	2	14	50
1392	1356	1	6	11	2006	0	38	50
1392	1367	3.5	6	11	2006	0	58	38
1392	1371	1	6	11	2006	0	38	31
1392	1372	1	6	11	2006	0	38	55
1392	1373	1	6	11	2006	0	38	26
1392	1374	1	6	11	2006	0	38	48
1392	1375	1	6	11	2006	0	38	53
1392	1376	1	6	11	2006	0	38	28
1392	1377	3	7	11	2006	4	57	53
1392	1380	3	5	11	2006	23	58	32
1392	1387	2.5	6	11	2006	0	19	55
1392	1388	2.5	6	11	2006	2	19	21
1392	1391	4	6	11	2006	0	27	22
1392	1393	2.5	15	1	2007	3	21	41
1392	1394	4	6	11	2006	0	25	16
1392	1396	3	6	11	2006	0	31	10
1392	1405	0.5	6	11	2006	0	54	37
1392	1407	3	7	11	2006	0	11	29
1392	1464	4	6	11	2006	1	47	58
1392	1483	2	23	3	2007	0	1	39
1392	1485	3.5	5	11	2006	23	58	12
1392	1517	2.5	15	1	2007	3	22	22
1392	1527	4	6	11	2006	0	56	3
1392	1544	3.5	6	11	2006	0	36	26
1392	1552	2.5	13	2	2007	3	18	36
1392	1562	4.5	6	11	2006	0	47	2
1392	1573	4	6	11	2006	0	22	49
1392	1580	4	7	11	2006	0	0	27
1392	1587	3	6	11	2006	0	59	8
1392	1588	1.5	6	11	2006	2	17	37
1392	1589	2.5	6	11	2006	1	4	13
1392	1603	3	6	11	2006	2	23	3
1392	1608	3	21	11	2006	0	37	43
1392	1610	2.5	12	3	2007	3	20	26
1392	1616	3	10	2	2007	0	10	34
1392	1619	2.5	6	11	2006	1	11	39
1392	1641	3.5	6	11	2006	0	22	25
1392	1644	1.5	6	11	2006	0	56	22
1392	1672	3.5	6	11	2006	2	14	33
1392	1673	3	6	11	2006	0	32	11
1392	1676	3	6	11	2006	0	24	53
1392	1682	4	6	11	2006	0	18	59
1392	1690	3.5	6	11	2006	0	42	53
1392	1693	2	6	11	2006	1	9	41
1392	1702	4	7	11	2006	0	9	26
1392	1704	3	6	11	2006	0	16	52
1392	1717	1.5	6	11	2006	0	57	25
1392	1721	3	6	11	2006	0	3	28
1392	1722	2	6	11	2006	0	34	4
1392	1729	5	6	11	2006	0	18	10
1392	1747	3	7	11	2006	0	12	55
1392	1772	2.5	7	11	2006	0	13	42
1392	1810	3	6	11	2006	2	12	21
1392	1882	3.5	6	11	2006	0	53	30
1392	1884	5	1	3	2007	2	57	56
1392	1909	4.5	21	11	2006	0	39	17
1392	1911	1.5	6	11	2006	0	57	18
1392	1917	2.5	15	1	2007	3	20	50
1392	1923	4	6	11	2006	0	16	49
1392	1924	4	7	11	2006	0	3	47
1392	1954	1	6	11	2006	0	26	7
1392	1955	1.5	6	11	2006	1	9	28
1392	1961	4.5	6	11	2006	0	20	51
1392	1974	2.5	7	11	2006	0	41	3
1392	1975	1	7	11	2006	0	46	11
1392	1976	1	7	11	2006	0	46	14
1392	1977	1	7	11	2006	0	46	21
1392	1979	1	7	11	2006	0	46	17
1392	1980	0.5	7	11	2006	0	49	18
1392	1981	0.5	7	11	2006	0	49	12
1392	1982	3	7	11	2006	0	34	10
1392	1983	2.5	7	11	2006	0	41	30
1392	1985	1	7	11	2006	0	46	30
1392	1986	1.5	7	11	2006	0	46	45
1392	1992	1	7	11	2006	0	45	21
1392	1994	3.5	6	11	2006	0	49	8
1392	1997	4.5	6	11	2006	0	27	48
1392	2000	2	21	11	2006	0	34	11
1392	2001	2	21	11	2006	0	37	51
1392	2002	1.5	6	11	2006	0	44	31
1392	2003	2.5	6	11	2006	0	35	10
1392	2004	1.5	6	11	2006	2	12	48
1392	2005	1	6	11	2006	0	40	18
1392	2010	3.5	6	11	2006	1	11	45
1392	2011	1.5	15	1	2007	3	26	6
1392	2018	3.5	6	11	2006	0	55	14
1392	2021	3.5	6	11	2006	0	48	38
1392	2028	3.5	21	11	2006	0	34	1
1392	2054	2.5	5	11	2006	23	58	6
1392	2058	3.5	6	11	2006	0	44	21
1392	2067	0.5	6	11	2006	0	59	16
1392	2076	4	6	11	2006	0	47	7
1392	2078	3	6	11	2006	0	45	39
1392	2080	3.5	6	11	2006	0	39	55
1392	2085	3	7	11	2006	0	16	5
1392	2088	2.5	6	11	2006	2	12	45
1392	2094	4	6	11	2006	0	54	1
1392	2107	2.5	7	11	2006	0	41	27
1392	2115	3	15	1	2007	3	24	33
1392	2116	1	6	11	2006	0	11	18
1392	2120	4	10	2	2007	22	54	50
1392	2121	3.5	7	11	2006	0	40	18
1392	2122	2	10	2	2007	22	55	9
1392	2124	4.5	6	11	2006	0	48	29
1392	2126	3.5	6	11	2006	1	9	34
1392	2158	3	7	11	2006	0	41	38
1392	2159	2.5	7	11	2006	0	37	41
1392	2160	3	7	11	2006	0	35	43
1392	2174	4	6	11	2006	0	8	34
1392	2194	3.5	5	11	2006	23	59	11
1392	2278	3	24	3	2007	2	47	40
1392	2279	3.5	7	11	2006	0	44	32
1392	2288	4	6	11	2006	0	49	11
1392	2291	4	7	11	2006	4	58	14
1392	2294	3	6	11	2006	0	41	52
1392	2313	5	6	11	2006	1	1	10
1392	2315	2	7	11	2006	0	45	11
1392	2338	2.5	6	11	2006	2	11	45
1392	2340	3.5	6	11	2006	1	6	53
1392	2355	3	21	11	2006	0	33	11
1392	2361	5	6	11	2006	2	18	47
1392	2362	3.5	7	11	2006	0	4	2
1392	2371	1.5	6	11	2006	0	57	22
1392	2376	2	6	11	2006	0	34	2
1392	2389	3.5	7	11	2006	0	43	18
1392	2393	1	6	11	2006	0	38	36
1392	2402	2.5	6	11	2006	1	10	32
1392	2404	1.5	6	11	2006	2	21	5
1392	2409	0.5	6	11	2006	1	5	15
1392	2410	0.5	6	11	2006	1	7	53
1392	2411	0.5	6	11	2006	1	11	14
1392	2412	0.5	6	11	2006	2	21	9
1392	2420	1	6	11	2006	0	58	15
1392	2424	2.5	6	11	2006	0	33	1
1392	2454	3	6	11	2006	2	16	39
1392	2455	2.5	7	11	2006	0	33	56
1392	2470	2.5	6	11	2006	0	28	4
1392	2471	1.5	6	11	2006	1	4	42
1392	2505	3	6	11	2006	2	14	22
1392	2513	4	7	11	2006	0	43	13
1392	2517	4	10	2	2007	22	56	17
1392	2529	3	12	3	2007	3	18	16
1392	2567	3.5	6	11	2006	2	13	17
1392	2571	2.5	13	2	2007	3	15	46
1392	2616	2.5	6	11	2006	0	59	11
1392	2617	2.5	7	11	2006	0	36	14
1392	2628	2	7	11	2006	0	0	51
1392	2657	3.5	6	11	2006	0	31	6
1392	2671	2.5	6	11	2006	0	27	4
1392	2683	2.5	6	11	2006	0	19	5
1392	2693	1	6	11	2006	0	38	46
1392	2699	2.5	6	11	2006	0	26	48
1392	2702	2	6	11	2006	2	16	31
1392	2706	3.5	5	11	2006	23	57	11
1392	2710	3	6	11	2006	0	18	46
1392	2712	2.5	12	3	2007	3	19	50
1392	2716	1.5	6	11	2006	0	6	28
1392	2717	0.5	6	11	2006	0	49	25
1392	2722	1.5	6	11	2006	0	50	58
1392	2724	3	6	11	2006	0	44	44
1392	2762	5	6	11	2006	0	3	10
1392	2788	5	6	11	2006	1	23	35
1392	2791	2.5	12	3	2007	3	15	12
1392	2793	2.5	7	11	2006	0	39	20
1392	2797	2.5	5	11	2006	23	57	23
1392	2857	3.5	6	11	2006	2	17	29
1392	2858	4	6	11	2006	0	4	52
1392	2926	5	6	11	2006	2	17	57
1392	2942	1	6	11	2006	2	17	25
1392	2944	3.5	6	11	2006	0	50	2
1392	2947	2	6	11	2006	0	33	9
1392	2948	2	6	11	2006	0	33	31
1392	2949	2	6	11	2006	0	33	29
1392	2950	1	6	11	2006	2	16	4
1392	2953	0.5	6	11	2006	0	56	40
1392	2959	3	13	2	2007	3	15	55
1392	2966	4.5	6	11	2006	1	47	50
1392	2968	4	6	11	2006	0	44	0
1392	2985	2	6	11	2006	0	23	34
1392	2986	2	6	11	2006	1	5	34
1392	2987	3.5	5	11	2006	23	57	1
1392	2989	1	6	11	2006	0	34	33
1392	2990	2	6	11	2006	0	33	46
1392	2991	2	6	11	2006	0	34	26
1392	2993	2	6	11	2006	0	33	37
1392	2997	3	6	11	2006	0	16	54
1392	3005	4	6	11	2006	0	53	45
1392	3016	2.5	6	11	2006	2	21	34
1392	3060	2	6	11	2006	0	58	9
1392	3081	4	18	12	2006	4	4	56
1392	3082	2	6	11	2006	0	33	59
1392	3105	4.5	6	11	2006	0	53	49
1392	3108	3.5	6	11	2006	0	43	49
1392	3147	4	6	11	2006	0	20	16
1392	3157	2.5	6	11	2006	1	6	22
1392	3168	4	6	11	2006	1	3	6
1392	3174	4	6	11	2006	0	42	48
1392	3176	2.5	6	11	2006	0	23	51
1392	3179	4	19	12	2006	3	33	25
1392	3198	4	6	11	2006	2	11	34
1392	3253	2	13	2	2007	3	18	27
1392	3257	2	6	11	2006	1	0	23
1392	3262	4	6	11	2006	1	47	45
1392	3264	2	6	11	2006	1	4	23
1392	3335	3	7	11	2006	0	4	6
1392	3340	3.5	7	11	2006	0	3	58
1392	3396	2	6	11	2006	0	51	26
1392	3418	3.5	6	11	2006	0	21	17
1392	3424	1.5	6	11	2006	0	54	49
1392	3438	0.5	6	11	2006	1	4	55
1392	3448	4	6	11	2006	0	26	16
1392	3471	3.5	15	1	2007	3	24	27
1392	3499	4	10	2	2007	22	54	19
1392	3527	3.5	6	11	2006	0	25	8
1392	3633	2	6	11	2006	0	33	39
1392	3635	2	6	11	2006	0	34	17
1392	3638	2	6	11	2006	0	34	36
1392	3639	1.5	6	11	2006	0	34	23
1392	3676	5	6	11	2006	1	47	14
1392	3693	3	7	11	2006	0	44	13
1392	3697	2.5	6	11	2006	0	58	47
1392	3702	3.5	6	11	2006	0	48	4
1392	3703	3.5	6	11	2006	0	36	15
1392	3717	3	6	11	2006	0	32	14
1392	3722	5	6	11	2006	0	4	26
1392	3751	4	6	11	2006	0	21	56
1392	3752	4	6	11	2006	0	45	27
1392	3755	2	10	3	2007	3	15	8
1392	3785	2.5	6	11	2006	0	39	41
1392	3809	2	6	11	2006	0	53	19
1392	3825	1.5	6	11	2006	1	12	18
1392	3826	3.5	6	11	2006	0	54	10
1392	3858	3	6	11	2006	2	18	43
1392	3868	0.5	6	11	2006	0	40	52
1392	3869	1	6	11	2006	1	1	19
1392	3893	3	6	11	2006	0	52	53
1392	3917	4.5	7	11	2006	0	33	39
1392	3918	3.5	7	11	2006	0	41	35
1392	3930	3.5	7	11	2006	0	30	14
1392	3948	2.5	6	11	2006	0	17	31
1392	3967	3.5	6	11	2006	0	43	52
1392	3977	4.5	6	11	2006	0	6	25
1392	3984	1.5	6	11	2006	0	34	20
1392	3988	3.5	6	11	2006	0	47	58
1392	3994	5	6	11	2006	0	20	34
1392	4005	2	6	11	2006	0	33	49
1392	4015	0.5	6	11	2006	0	56	43
1392	4022	3	6	11	2006	0	4	22
1392	4027	5	6	11	2006	0	15	21
1392	4056	4	13	3	2007	2	24	27
1392	4082	4.5	6	11	2006	23	56	54
1392	4084	0.5	6	11	2006	0	57	12
1392	4085	3	6	11	2006	0	25	4
1392	4105	4.5	6	11	2006	0	55	3
1392	4128	2.5	6	11	2006	0	45	32
1392	4148	4	7	11	2006	0	39	10
1392	4215	1.5	6	11	2006	1	28	10
1392	4239	3.5	6	11	2006	0	43	28
1392	4240	3.5	6	11	2006	23	53	17
1392	4270	3	21	11	2006	23	30	28
1392	4306	5	6	11	2006	0	3	25
1392	4308	3	7	11	2006	0	12	32
1392	4343	4	6	11	2006	0	59	21
1392	4344	0.5	6	11	2006	0	42	41
1392	4361	3	21	11	2006	0	38	48
1392	4367	3.5	6	11	2006	0	35	41
1392	4373	1	11	2	2007	0	28	55
1392	4388	2.5	6	11	2006	1	8	42
1392	4533	4	7	11	2006	0	28	46
1392	4558	3	6	11	2006	1	10	41
1392	4621	1	6	11	2006	1	0	47
1392	4624	5	21	11	2006	3	1	31
1392	4643	3.5	6	11	2006	0	27	38
1392	4718	1.5	6	11	2006	0	31	16
1392	4732	0.5	28	1	2007	0	56	55
1392	4844	4	6	11	2006	1	13	9
1392	4848	5	17	1	2007	3	47	0
1392	4855	3.5	6	11	2006	0	40	45
1392	4863	4.5	6	11	2006	2	18	26
1392	4874	4.5	23	2	2007	4	17	15
1392	4879	3	25	2	2007	1	10	13
1392	4886	3.5	6	11	2006	0	5	33
1392	4896	3	21	11	2006	0	35	55
1392	4973	4	6	11	2006	0	4	13
1392	4974	0.5	6	11	2006	2	15	51
1392	4993	5	6	11	2006	0	5	16
1392	5065	3.5	17	1	2007	1	14	50
1392	5152	2.5	6	11	2006	0	57	54
1392	5218	5	6	11	2006	0	24	30
1392	5221	2	1	2	2007	0	17	48
1392	5254	2.5	6	11	2006	0	52	58
1392	5313	1.5	6	11	2006	1	11	21
1392	5378	2	7	11	2006	0	0	54
1392	5419	1.5	6	11	2006	2	11	48
1392	5425	4	11	2	2007	3	47	10
1392	5444	3.5	6	11	2006	0	47	15
1392	5459	2.5	15	1	2007	3	25	37
1392	5476	1.5	7	11	2006	0	46	43
1392	5478	1	1	2	2007	0	20	25
1392	5481	2.5	6	11	2006	0	30	50
1392	5500	1.5	6	11	2006	1	11	48
1392	5502	4.5	6	11	2006	23	59	16
1392	5528	3.5	6	11	2006	0	43	17
1392	5541	0.5	6	11	2006	1	3	45
1392	5588	4	7	11	2006	0	41	52
1392	5628	3	25	2	2007	2	49	51
1392	5630	4.5	6	11	2006	0	35	25
1392	5679	4	6	11	2006	0	24	58
1392	5682	2.5	9	2	2007	2	46	15
1392	5693	2.5	6	11	2006	1	1	41
1392	5747	3	6	11	2006	2	13	13
1392	5780	5	6	11	2006	2	18	33
1392	5785	4	6	11	2006	1	5	29
1392	5796	2	6	11	2006	0	34	28
1392	5808	3.5	1	1	2007	3	55	19
1392	5810	2.5	6	11	2006	0	47	42
1392	5816	3	21	11	2006	0	33	25
1392	5872	2	6	11	2006	0	33	44
1392	5881	2	6	11	2006	1	3	48
1392	5903	2	10	2	2007	0	21	7
1392	5944	1	6	11	2006	0	38	33
1392	5945	4	6	11	2006	0	35	21
1392	5952	5	5	11	2006	23	56	51
1392	6104	5	6	11	2006	1	9	4
1392	6242	4	6	11	2006	1	3	20
1392	6243	4	7	11	2006	0	38	23
1392	6287	3.5	6	11	2006	0	52	2
1392	6365	2	13	2	2007	3	14	27
1392	6373	4	6	11	2006	0	25	40
1392	6377	3	7	11	2006	0	16	14
1392	6503	3.5	6	11	2006	0	50	9
